age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
36,self-employed,1,2,0,16,1,1,0,18,5,95,4,-1,0,3,0
41,blue-collar,1,1,0,-256,1,0,2,3,6,147,2,-1,0,3,0
43,blue-collar,1,1,0,105,0,1,0,4,5,668,2,-1,0,3,0
45,self-employed,1,2,0,334,0,0,2,5,6,87,2,-1,0,3,0
41,services,1,1,0,108,1,1,2,13,8,83,7,-1,0,3,0
31,technician,1,1,0,660,0,0,0,22,6,115,1,-1,0,3,0
37,unemployed,2,2,1,0,1,0,0,10,5,108,1,-1,0,3,0
47,housemaid,1,0,0,201,1,0,0,7,1,58,2,382,1,0,0
37,housemaid,1,0,0,189,0,0,0,8,1,148,4,-1,0,3,0
60,retired,0,3,0,-49,1,0,0,29,4,188,1,261,2,0,0
58,retired,0,2,0,264,1,1,0,8,5,523,3,-1,0,3,0
52,entrepreneur,1,2,0,54,1,1,1,18,9,103,1,-1,0,3,0
42,blue-collar,1,0,0,0,1,0,0,17,5,71,1,-1,0,3,0
31,admin.,1,1,0,88,1,1,0,8,1,189,2,-1,0,3,0
36,technician,0,2,0,119,0,0,0,23,5,127,8,-1,0,3,0
46,technician,1,2,0,342,1,1,0,5,8,84,1,-1,0,3,0
50,services,2,1,0,72,0,0,2,8,8,141,2,-1,0,3,0
32,blue-collar,1,1,0,14,1,0,2,2,6,171,1,-1,0,3,0
26,entrepreneur,2,2,0,81,0,0,0,21,5,262,3,-1,0,3,0
41,self-employed,1,2,0,231,0,0,0,7,1,352,2,-1,0,3,1
31,blue-collar,1,1,0,-45,1,0,2,2,6,184,1,-1,0,3,0
28,management,2,2,0,231,1,1,0,25,5,568,2,-1,0,3,0
31,management,2,1,0,36,0,0,0,27,1,105,2,-1,0,3,0
32,blue-collar,2,1,0,-84,1,0,0,11,8,426,1,-1,0,3,0
36,technician,1,1,0,146,1,1,2,15,8,284,2,-1,0,3,0
57,retired,1,1,0,374,1,1,0,16,5,236,1,-1,0,3,0
45,technician,1,1,0,88,0,0,0,29,1,150,2,-1,0,3,0
30,management,2,2,0,2,1,1,0,25,5,1031,8,-1,0,3,1
52,blue-collar,1,1,0,289,1,0,2,21,8,45,13,-1,0,3,0
83,retired,1,1,0,0,0,0,0,18,7,140,10,-1,0,3,0
33,management,0,2,1,280,0,1,0,18,9,155,1,-1,0,3,0
31,self-employed,1,1,0,33,0,0,0,6,1,165,4,-1,0,3,0
35,blue-collar,0,1,0,275,0,1,0,10,5,144,5,-1,0,3,0
27,management,2,2,0,703,1,0,2,5,6,590,3,-1,0,3,1
57,admin.,0,3,0,887,0,0,2,20,6,43,8,-1,0,3,0
56,unknown,1,3,0,0,0,0,2,20,6,471,2,-1,0,3,0
32,entrepreneur,2,2,0,890,1,1,0,28,1,27,10,-1,0,3,0
46,self-employed,1,1,0,548,0,0,0,12,1,1181,4,-1,0,3,1
56,technician,1,2,0,272,0,0,0,26,1,103,2,-1,0,3,0
29,entrepreneur,1,1,0,178,1,0,0,5,8,231,4,-1,0,3,0
60,management,1,0,0,252,1,1,0,13,0,123,2,147,3,0,0
27,entrepreneur,2,2,0,81,0,0,0,5,3,197,1,199,3,0,0
50,self-employed,0,2,0,59,1,0,2,28,8,67,2,-1,0,3,0
58,retired,1,1,0,225,0,0,0,7,1,122,6,-1,0,3,0
59,retired,1,0,0,0,1,0,2,26,8,104,7,-1,0,3,0
64,retired,1,0,0,43,0,0,0,11,7,117,1,91,1,2,0
47,technician,1,1,0,57,0,0,0,5,8,253,1,342,1,2,0
40,management,1,2,0,-117,1,0,0,17,5,770,2,-1,0,3,0
36,technician,0,1,0,666,1,1,0,3,0,190,1,133,1,1,0
28,management,2,2,0,0,1,0,0,16,5,767,5,-1,0,3,1
38,technician,2,2,0,25,1,0,0,1,6,232,2,-1,0,3,1
46,blue-collar,2,1,0,324,1,0,2,30,8,293,6,-1,0,3,0
54,technician,1,1,0,0,0,0,1,16,9,986,1,94,8,0,0
32,management,1,2,0,0,0,0,0,19,9,66,1,-1,0,3,0
55,management,1,0,0,621,0,1,0,2,3,114,1,208,1,0,0
55,retired,0,1,0,138,0,0,0,17,5,205,1,-1,0,3,0
44,technician,1,1,0,310,1,0,0,6,3,200,1,253,1,0,0
32,entrepreneur,1,3,0,73,1,0,0,21,9,158,1,135,1,0,0
37,technician,1,1,0,64,1,0,0,12,8,239,4,278,2,1,0
58,management,2,2,0,2,1,0,1,11,8,168,3,-1,0,3,0
52,blue-collar,1,1,0,60,0,1,0,26,1,196,2,-1,0,3,0
49,services,2,1,0,133,0,0,2,11,6,319,6,-1,0,3,0
28,admin.,2,3,0,174,0,0,0,28,11,184,1,-1,0,3,0
31,technician,1,1,0,251,0,1,0,29,1,156,2,-1,0,3,0
30,technician,2,2,0,985,1,0,0,19,3,88,2,-1,0,3,0
28,services,2,1,0,168,0,0,0,1,6,347,3,140,2,2,1
35,blue-collar,1,0,0,-12,1,0,2,12,8,212,5,-1,0,3,0
30,technician,2,2,0,60,1,1,2,7,8,306,5,-1,0,3,0
33,blue-collar,2,0,0,599,1,0,2,21,8,29,1,-1,0,3,0
53,entrepreneur,1,3,0,28,0,0,0,31,5,117,2,-1,0,3,0
51,retired,1,1,0,35,0,1,0,8,5,123,4,-1,0,3,0
34,technician,1,1,0,0,1,0,0,15,5,144,1,-1,0,3,0
36,blue-collar,2,1,0,340,0,1,2,16,6,559,3,-1,0,3,0
35,entrepreneur,1,2,0,0,0,0,0,5,8,74,1,168,4,0,0
29,services,1,1,0,3,1,0,0,10,5,183,1,-1,0,3,0
40,technician,2,2,0,445,1,0,0,24,5,631,1,-1,0,3,0
32,management,0,2,0,874,0,0,0,12,1,1282,6,-1,0,3,1
48,blue-collar,1,1,0,705,0,0,2,13,8,108,2,-1,0,3,0
33,technician,2,2,0,123,0,0,0,19,1,264,1,-1,0,3,0
41,blue-collar,1,1,0,429,1,0,2,13,8,244,1,-1,0,3,0
46,blue-collar,1,0,0,67,0,0,2,24,6,9,1,-1,0,3,0
35,housemaid,0,1,0,39,0,0,0,31,5,149,2,-1,0,3,0
28,technician,2,2,0,102,0,0,0,28,4,321,2,-1,0,3,0
45,blue-collar,1,1,0,115,0,0,0,11,1,209,4,-1,0,3,0
40,blue-collar,1,1,0,498,1,0,0,8,8,55,2,298,4,0,0
48,entrepreneur,1,2,0,810,0,0,2,6,6,383,1,-1,0,3,0
31,technician,2,2,0,-162,1,0,0,18,8,380,1,-1,0,3,0
32,management,1,2,0,55,0,0,0,2,3,124,3,-1,0,3,0
34,services,1,1,0,586,1,1,2,8,8,224,2,-1,0,3,0
26,technician,2,1,0,455,0,0,0,29,4,240,1,182,8,1,0
37,management,2,2,0,509,1,0,0,6,8,133,1,-1,0,3,0
47,management,2,2,0,153,1,0,0,18,9,192,2,-1,0,3,0
28,admin.,2,1,0,26,1,0,0,7,8,227,2,-1,0,3,0
30,services,2,1,0,566,0,0,0,5,3,110,1,-1,0,3,0
52,technician,0,1,0,204,0,0,0,7,1,134,2,-1,0,3,0
36,technician,1,1,0,480,0,0,0,20,10,213,1,-1,0,3,1
46,services,1,1,0,0,1,0,0,22,6,154,1,124,1,1,0
53,management,1,1,0,66,0,1,1,8,5,141,1,-1,0,3,0
41,technician,2,1,0,-41,1,1,0,3,0,154,1,-1,0,3,0
60,blue-collar,1,1,0,322,1,0,0,7,8,63,1,-1,0,3,0
43,blue-collar,0,0,0,49,1,0,2,9,8,100,1,-1,0,3,0
57,admin.,0,0,0,1,0,0,2,15,8,17,10,-1,0,3,0
31,blue-collar,1,0,0,352,1,0,2,19,8,97,9,-1,0,3,0
53,technician,1,1,0,65,0,0,0,25,1,41,2,-1,0,3,0
32,admin.,2,1,0,739,1,0,0,20,9,91,3,-1,0,3,0
50,admin.,1,1,0,231,1,0,0,21,9,397,2,-1,0,3,0
42,entrepreneur,1,2,0,233,0,0,0,5,3,446,1,-1,0,3,0
59,admin.,1,1,0,817,0,0,0,9,0,304,1,-1,0,3,0
35,technician,2,1,0,450,1,0,0,13,8,63,1,-1,0,3,0
28,services,1,1,0,0,1,0,0,5,8,335,2,281,8,0,0
37,management,0,1,0,414,0,0,0,29,4,293,2,162,4,0,0
55,admin.,1,0,0,343,1,0,0,14,5,276,3,-1,0,3,0
26,blue-collar,2,1,0,-32,1,1,0,31,5,14,6,-1,0,3,0
26,management,2,2,0,350,0,0,0,8,5,367,1,-1,0,3,0
33,unemployed,1,1,0,2,1,0,0,16,5,132,1,-1,0,3,0
24,blue-collar,2,0,0,111,1,1,2,27,8,42,4,-1,0,3,0
37,management,0,2,0,168,1,0,2,5,6,227,1,-1,0,3,0
28,technician,2,1,0,3,0,0,1,18,8,40,8,349,6,0,0
30,technician,2,1,0,102,1,0,2,7,8,614,2,-1,0,3,0
33,blue-collar,1,0,0,0,1,0,2,15,8,270,1,-1,0,3,0
55,unknown,1,0,0,159,0,0,2,4,11,15,1,-1,0,3,0
42,blue-collar,1,1,0,352,1,0,0,11,8,79,3,-1,0,3,0
37,management,1,2,0,865,1,0,0,3,6,101,1,-1,0,3,0
59,blue-collar,1,0,0,179,1,0,2,5,8,55,3,-1,0,3,0
27,blue-collar,2,1,0,5,1,0,2,19,8,205,3,-1,0,3,0
23,student,1,2,1,-230,1,0,0,18,8,259,2,-1,0,3,0
51,management,0,2,0,0,0,0,0,13,1,60,2,-1,0,3,0
43,technician,1,1,0,764,1,0,0,14,5,557,5,-1,0,3,0
37,blue-collar,0,0,0,511,1,0,1,11,8,42,1,-1,0,3,0
26,student,2,1,0,279,0,0,0,7,8,239,3,-1,0,3,0
29,blue-collar,2,1,0,908,1,0,2,20,6,1663,1,-1,0,3,1
30,management,2,2,0,162,1,0,2,20,8,186,4,-1,0,3,0
38,services,0,1,0,792,0,0,2,6,6,430,1,-1,0,3,0
58,management,1,1,0,111,0,0,1,24,7,58,2,-1,0,3,0
30,blue-collar,2,1,0,445,1,0,0,16,0,218,1,330,2,0,0
40,management,1,1,0,643,1,0,0,17,0,74,2,256,1,0,0
57,housemaid,2,1,0,254,0,0,0,8,10,676,1,-1,0,3,0
53,technician,0,3,0,629,1,0,0,8,8,298,1,-1,0,3,0
48,blue-collar,1,1,0,-202,1,1,0,30,5,225,4,-1,0,3,0
32,technician,2,1,0,271,1,0,0,13,8,80,2,268,2,1,0
34,management,1,2,0,703,1,0,0,14,0,342,1,-1,0,3,1
46,blue-collar,1,1,0,-216,1,0,0,28,5,404,3,-1,0,3,0
45,services,0,1,0,88,0,1,0,7,5,332,1,-1,0,3,0
51,admin.,2,2,0,16,1,0,0,30,4,158,1,-1,0,3,0
31,management,1,1,0,466,1,0,0,14,8,164,1,-1,0,3,0
47,technician,1,1,0,-75,1,0,0,4,3,57,1,247,1,1,0
32,blue-collar,1,1,0,456,0,0,0,12,8,121,1,-1,0,3,0
41,technician,1,1,0,77,1,0,0,7,8,56,1,-1,0,3,0
37,services,2,1,0,-244,0,0,2,3,5,178,1,-1,0,3,0
27,services,1,1,0,58,1,0,0,7,8,113,1,337,2,1,0
50,management,1,1,1,421,0,0,0,20,9,22,5,-1,0,3,0
31,management,2,2,0,112,1,0,0,2,3,159,2,271,1,0,0
39,technician,1,2,0,794,0,0,1,2,3,182,1,-1,0,3,0
48,technician,1,1,0,454,1,0,0,10,5,114,1,-1,0,3,0
32,blue-collar,2,0,0,882,0,1,0,29,5,80,8,-1,0,3,0
47,unemployed,1,0,0,168,1,0,1,30,4,66,1,241,1,1,0
35,management,2,2,0,714,1,0,0,26,1,135,22,-1,0,3,0
42,management,2,2,0,0,0,0,0,7,11,99,1,-1,0,3,0
59,retired,1,1,0,163,0,0,0,24,5,464,1,-1,0,3,0
27,services,2,1,0,-151,0,0,0,8,5,283,2,-1,0,3,0
55,housemaid,1,0,0,16,0,0,2,20,6,64,1,-1,0,3,0
31,technician,2,2,0,454,0,0,0,4,3,73,3,-1,0,3,0
28,technician,2,1,1,-298,1,0,2,3,6,559,7,-1,0,3,0
42,technician,1,1,0,439,0,0,0,20,1,143,2,-1,0,3,0
59,management,2,1,0,671,1,1,0,29,4,219,2,259,5,0,0
40,services,2,1,0,65,1,0,0,15,8,15,3,-1,0,3,0
54,retired,1,0,0,0,1,0,0,11,5,159,2,-1,0,3,0
55,housemaid,0,0,0,976,0,0,0,28,6,345,1,94,3,1,1
33,management,1,2,0,148,0,0,2,20,8,717,1,-1,0,3,0
46,blue-collar,1,1,0,5,0,0,0,18,1,71,3,-1,0,3,0
36,management,1,1,0,-148,0,0,0,18,9,144,2,-1,0,3,0
48,technician,0,2,0,113,0,1,0,22,5,38,1,-1,0,3,0
42,management,1,1,0,-105,1,0,0,28,1,60,2,-1,0,3,0
46,management,0,2,0,624,0,0,0,17,11,336,2,183,2,2,1
36,blue-collar,1,1,0,-461,0,0,0,11,8,254,2,353,1,0,0
34,technician,2,2,0,144,1,1,0,14,10,104,1,85,19,0,0
51,entrepreneur,0,2,0,4,1,1,0,20,0,74,5,-1,0,3,0
58,blue-collar,1,0,0,309,0,0,0,19,1,156,2,-1,0,3,0
48,management,1,2,0,866,0,0,0,29,4,146,2,-1,0,3,0
49,self-employed,1,0,0,489,1,0,2,27,8,84,4,-1,0,3,0
32,blue-collar,2,1,0,-255,0,1,2,2,5,957,3,-1,0,3,0
33,blue-collar,0,0,0,636,1,0,0,9,5,211,11,-1,0,3,0
35,technician,1,1,0,141,1,0,0,19,1,299,2,-1,0,3,0
56,technician,1,1,0,150,1,1,0,11,8,102,6,349,1,0,0
57,technician,1,1,0,839,0,1,2,5,8,225,1,-1,0,3,0
33,technician,2,1,0,716,1,0,0,14,8,234,2,-1,0,3,0
33,entrepreneur,1,2,0,595,0,0,0,7,1,22,2,-1,0,3,0
31,self-employed,2,1,0,203,0,1,0,19,9,177,1,-1,0,3,0
28,technician,2,2,0,183,1,1,2,28,8,62,2,-1,0,3,0
26,admin.,2,1,0,255,0,0,0,30,0,457,1,80,1,2,1
31,technician,2,1,0,102,1,0,1,17,0,460,2,345,2,0,0
50,housemaid,0,0,0,94,1,0,0,22,5,184,4,-1,0,3,0
45,entrepreneur,1,0,0,58,1,0,1,13,8,119,3,371,3,0,0
48,management,1,0,0,606,0,0,0,5,7,77,6,-1,0,3,0
41,technician,1,1,0,0,0,1,0,23,5,107,1,-1,0,3,0
60,technician,1,0,0,65,1,0,2,9,8,1028,2,-1,0,3,1
41,blue-collar,1,1,0,338,1,0,2,14,8,87,1,-1,0,3,0
43,blue-collar,1,0,0,757,1,0,2,9,8,315,4,-1,0,3,0
28,management,2,2,0,882,0,1,0,29,4,94,1,205,2,0,0
49,management,2,1,0,61,1,0,0,29,4,185,2,246,1,0,0
37,technician,1,2,0,0,1,0,0,17,9,77,1,-1,0,3,0
31,technician,2,1,1,25,0,0,0,2,3,381,1,-1,0,3,0
35,blue-collar,1,0,0,793,1,0,0,17,0,106,1,-1,0,3,0
30,technician,2,2,0,3,1,0,0,6,8,45,2,169,2,0,0
58,technician,2,1,0,409,0,1,0,14,5,643,2,-1,0,3,0
34,admin.,1,2,0,35,1,0,0,15,10,76,1,69,2,0,0
45,management,1,2,0,-459,0,0,0,21,1,508,6,-1,0,3,0
28,services,2,1,0,198,0,0,0,5,5,128,2,-1,0,3,1
31,blue-collar,1,0,0,99,1,0,0,17,0,193,2,322,1,1,0
40,management,1,2,0,60,0,0,2,16,6,172,6,-1,0,3,0
34,entrepreneur,1,1,0,-139,1,1,2,27,8,492,2,-1,0,3,0
40,blue-collar,1,1,0,952,0,1,2,12,6,140,1,-1,0,3,0
41,management,1,2,0,-29,0,0,0,29,4,41,2,266,2,0,0
33,technician,0,1,0,9,0,0,0,21,1,91,2,-1,0,3,0
36,blue-collar,1,1,0,13,0,0,2,3,6,284,1,-1,0,3,0
25,admin.,1,1,0,18,1,0,0,18,5,225,1,-1,0,3,0
25,blue-collar,1,1,0,-76,1,0,2,12,8,241,3,-1,0,3,0
38,technician,2,2,0,221,0,0,0,20,1,79,3,-1,0,3,0
34,management,1,2,0,136,1,0,0,22,0,156,1,-1,0,3,0
32,blue-collar,1,1,0,-63,1,0,2,30,8,198,1,-1,0,3,0
33,blue-collar,1,0,0,511,1,0,2,21,8,304,2,-1,0,3,0
51,admin.,0,1,0,340,1,0,2,8,8,186,1,-1,0,3,0
42,blue-collar,1,0,0,-119,1,0,0,22,5,167,3,-1,0,3,0
38,blue-collar,1,1,0,361,1,0,2,11,6,601,1,-1,0,3,0
33,blue-collar,1,1,0,86,1,0,2,19,8,364,1,-1,0,3,0
34,blue-collar,0,3,0,172,0,0,0,15,6,177,1,-1,0,3,1
34,management,1,2,0,0,1,0,0,7,1,262,1,99,2,2,1
36,management,1,2,0,222,1,0,0,6,8,317,1,169,2,0,0
40,technician,1,1,0,109,0,0,2,20,6,402,22,-1,0,3,0
40,services,2,1,0,888,1,0,2,12,8,169,2,-1,0,3,0
48,blue-collar,2,3,0,428,1,0,0,18,8,127,1,-1,0,3,0
33,management,0,1,0,106,0,0,0,20,1,175,3,-1,0,3,0
44,technician,0,1,0,0,0,0,0,12,1,56,2,-1,0,3,0
55,management,1,2,0,979,0,1,0,8,5,123,1,-1,0,3,0
34,management,2,2,0,84,0,0,0,5,3,231,1,-1,0,3,0
39,management,2,2,0,816,1,0,0,27,1,37,3,-1,0,3,0
55,management,0,3,0,2,1,0,2,19,8,95,1,-1,0,3,0
35,technician,2,1,0,-51,0,0,2,2,5,134,2,-1,0,3,0
52,technician,1,1,0,196,1,1,0,24,3,116,1,273,3,0,0
41,blue-collar,1,1,0,552,1,0,0,12,8,463,1,-1,0,3,0
53,management,0,0,0,255,0,0,0,19,9,126,1,-1,0,3,0
47,self-employed,1,1,0,0,0,0,2,26,6,174,8,-1,0,3,0
44,admin.,1,1,0,262,1,0,0,9,5,74,1,-1,0,3,0
34,blue-collar,2,1,0,215,0,0,0,3,7,350,3,-1,0,3,1
44,self-employed,1,2,0,134,0,0,0,28,1,86,4,-1,0,3,0
34,entrepreneur,0,2,0,262,0,0,0,20,9,371,1,-1,0,3,0
43,management,0,2,0,388,1,0,2,8,8,2087,2,-1,0,3,1
37,technician,0,1,0,79,0,0,0,21,5,191,1,-1,0,3,0
58,blue-collar,0,1,0,543,0,1,1,17,5,264,3,-1,0,3,0
32,blue-collar,2,1,0,604,0,1,0,28,8,95,3,-1,0,3,0
42,management,2,2,0,525,0,0,0,13,1,127,2,-1,0,3,0
52,retired,0,0,0,353,0,0,0,31,5,395,4,-1,0,3,0
46,management,1,2,0,964,1,0,0,8,0,174,1,-1,0,3,0
39,blue-collar,1,0,0,879,1,0,2,26,8,102,2,-1,0,3,0
31,admin.,1,1,0,314,1,0,0,17,0,279,1,-1,0,3,0
59,housemaid,1,0,0,0,0,0,0,27,1,76,11,-1,0,3,0
58,management,1,1,0,37,0,0,0,18,1,84,11,-1,0,3,0
34,management,2,2,0,673,1,1,0,20,9,271,1,184,1,0,0
40,services,1,1,0,-342,1,0,2,26,8,754,1,-1,0,3,0
20,student,2,1,0,291,0,0,1,11,8,172,5,371,5,0,0
34,technician,1,1,0,209,1,1,0,8,0,375,2,-1,0,3,0
31,technician,2,2,0,438,1,0,0,12,1,130,2,-1,0,3,0
34,entrepreneur,1,2,0,355,1,0,2,16,8,261,1,-1,0,3,0
24,blue-collar,1,1,0,204,1,1,0,17,0,229,3,-1,0,3,0
40,management,1,2,0,5,1,0,0,18,9,219,3,-1,0,3,0
45,technician,2,1,0,410,1,0,2,30,8,891,4,-1,0,3,1
36,management,1,2,0,605,1,0,2,26,8,204,1,-1,0,3,0
53,management,1,2,0,4,0,0,2,20,6,19,6,-1,0,3,0
42,entrepreneur,1,0,0,198,1,0,2,8,8,314,1,-1,0,3,0
48,blue-collar,1,1,0,841,1,0,2,19,8,215,1,-1,0,3,0
34,management,1,2,0,8,0,0,0,25,1,169,4,-1,0,3,0
36,admin.,1,1,0,470,1,0,0,31,5,101,4,-1,0,3,0
43,retired,1,1,0,520,1,0,2,20,8,15,13,-1,0,3,0
36,blue-collar,1,1,0,439,1,0,2,21,8,260,5,-1,0,3,0
49,blue-collar,1,1,0,-454,1,0,0,14,8,558,1,-1,0,3,1
55,retired,1,1,0,466,0,0,2,17,6,287,4,-1,0,3,0
53,retired,1,1,0,665,1,0,0,22,0,371,2,-1,0,3,1
42,technician,1,1,0,994,1,0,0,11,1,149,1,78,5,0,1
32,admin.,1,2,0,0,1,0,2,5,8,138,1,-1,0,3,0
41,housemaid,2,1,0,231,0,0,0,9,5,76,2,-1,0,3,0
31,admin.,1,1,0,0,1,1,2,6,8,144,2,-1,0,3,0
32,technician,1,1,0,266,1,0,0,19,1,168,2,-1,0,3,0
38,management,1,2,0,-70,1,0,0,30,4,140,1,2,3,1,0
46,management,2,0,0,538,0,0,2,17,6,118,3,-1,0,3,0
29,technician,2,1,0,534,1,0,0,18,8,382,1,-1,0,3,0
41,management,1,2,0,176,1,1,2,5,8,42,1,-1,0,3,0
30,admin.,2,1,0,81,1,0,0,6,1,121,6,112,3,1,0
41,blue-collar,1,1,0,780,1,0,0,15,8,432,3,-1,0,3,0
44,unemployed,1,2,0,178,0,0,0,8,1,126,2,-1,0,3,0
58,management,1,2,0,299,0,0,0,16,5,120,4,-1,0,3,0
35,retired,1,0,0,285,1,0,0,29,4,136,1,-1,0,3,0
27,blue-collar,1,1,0,872,1,0,0,17,0,1130,3,-1,0,3,0
25,services,1,1,0,72,1,0,0,23,5,305,2,-1,0,3,0
36,blue-collar,1,1,0,0,0,0,2,20,6,332,3,-1,0,3,0
38,blue-collar,1,1,0,-388,1,0,2,9,8,412,1,-1,0,3,0
30,admin.,1,1,0,11,1,0,0,11,8,157,1,-1,0,3,0
41,services,0,1,0,787,1,0,0,8,8,297,2,-1,0,3,0
23,management,2,2,0,736,1,0,0,30,0,119,1,-1,0,3,0
57,retired,1,0,0,808,0,0,1,7,5,274,1,-1,0,3,0
30,unemployed,1,2,0,0,1,0,0,18,9,756,1,-1,0,3,0
38,technician,1,1,0,740,0,0,0,7,1,259,3,-1,0,3,0
39,admin.,2,1,0,14,1,1,2,13,8,19,9,-1,0,3,0
38,blue-collar,1,1,0,0,1,0,0,13,8,57,5,349,1,1,0
36,housemaid,1,1,0,419,1,0,2,30,8,251,1,-1,0,3,0
30,management,2,2,0,726,1,0,0,16,0,39,1,342,3,0,0
28,technician,0,2,0,594,1,1,2,18,6,54,3,-1,0,3,0
26,unemployed,1,2,0,454,1,1,2,23,8,28,18,-1,0,3,0
32,technician,2,2,0,0,0,0,0,7,1,268,2,-1,0,3,0
50,admin.,0,1,0,202,0,1,0,17,9,148,1,-1,0,3,0
43,blue-collar,1,1,0,667,1,0,2,7,8,228,3,-1,0,3,0
48,admin.,1,1,0,112,0,0,0,18,1,139,5,-1,0,3,0
57,housemaid,1,0,0,50,0,0,0,18,1,89,3,-1,0,3,0
64,housemaid,1,0,0,768,0,0,0,15,5,250,2,182,1,2,0
26,services,0,1,0,74,1,0,2,23,8,106,6,-1,0,3,0
33,blue-collar,1,1,0,661,1,0,0,18,5,968,1,-1,0,3,1
47,self-employed,1,2,0,751,0,0,0,24,5,408,14,-1,0,3,0
39,management,2,2,0,416,0,0,0,23,10,56,4,-1,0,3,0
52,services,1,0,0,14,0,1,0,28,5,55,5,-1,0,3,0
50,blue-collar,1,0,0,0,0,0,0,11,1,72,5,-1,0,3,0
47,technician,1,1,0,599,1,0,0,13,1,99,3,-1,0,3,0
30,management,2,2,0,-218,1,0,0,27,1,13,15,-1,0,3,0
36,technician,1,1,0,300,0,0,2,9,6,287,1,-1,0,3,0
46,technician,1,2,0,217,1,0,0,14,8,141,1,346,2,1,0
37,technician,2,1,0,0,0,0,0,4,1,69,2,-1,0,3,0
37,blue-collar,2,0,0,851,1,0,0,15,8,151,1,352,1,0,0
35,blue-collar,1,1,0,137,0,1,2,4,10,5,1,808,12,0,0
43,management,2,2,0,146,0,0,0,21,9,50,1,113,5,1,0
59,technician,1,1,0,1,0,0,0,15,0,159,2,378,3,0,1
50,blue-collar,0,0,0,-10,0,1,0,10,5,369,6,-1,0,3,0
37,technician,1,1,0,480,0,0,0,22,10,344,2,182,8,1,1
36,technician,0,1,0,487,0,1,0,11,1,268,3,-1,0,3,0
28,management,1,2,0,318,1,0,2,27,8,4,4,-1,0,3,0
42,technician,2,2,0,-411,1,0,0,12,8,78,5,292,3,0,0
48,entrepreneur,1,1,0,725,0,1,0,10,5,105,1,-1,0,3,0
35,technician,1,2,0,188,0,0,0,26,1,286,2,-1,0,3,0
37,technician,1,3,0,189,0,0,0,1,10,238,1,107,2,2,1
77,retired,1,1,0,610,0,0,0,13,1,766,3,-1,0,3,0
32,management,2,3,0,787,0,0,0,28,4,92,1,-1,0,3,0
43,technician,0,1,0,167,0,0,0,4,1,211,3,-1,0,3,0
36,management,2,2,0,243,1,0,0,7,8,160,2,360,3,0,0
29,management,1,2,0,877,0,0,0,3,3,166,3,-1,0,3,0
26,services,2,1,0,127,1,1,0,23,5,85,3,-1,0,3,0
34,blue-collar,1,0,0,176,0,0,0,24,5,78,1,-1,0,3,0
57,retired,1,2,0,0,1,1,2,28,8,648,1,-1,0,3,1
35,technician,0,1,0,56,0,0,0,29,1,24,12,-1,0,3,0
52,entrepreneur,0,0,0,278,1,0,2,7,8,688,2,-1,0,3,0
46,technician,1,1,0,-337,1,0,2,27,8,112,1,-1,0,3,0
60,management,0,2,0,366,0,0,0,3,6,593,1,-1,0,3,1
57,housemaid,1,0,0,501,1,1,0,7,1,59,2,-1,0,3,0
48,management,1,2,0,998,1,0,0,29,4,121,3,-1,0,3,0
59,self-employed,1,0,0,0,1,0,1,28,5,97,2,-1,0,3,0
39,management,1,2,0,246,0,0,0,11,1,86,2,-1,0,3,0
44,blue-collar,1,1,0,-182,1,1,0,14,8,10,10,-1,0,3,0
27,management,2,2,0,446,0,0,0,23,6,205,3,-1,0,3,0
44,admin.,1,1,0,205,0,0,0,3,9,289,1,-1,0,3,1
50,admin.,1,1,0,0,0,0,0,4,1,86,4,-1,0,3,0
41,management,0,2,0,369,1,0,1,22,1,9,3,-1,0,3,0
32,technician,2,2,0,259,0,0,0,22,5,407,4,-1,0,3,0
38,blue-collar,1,1,0,284,1,1,2,3,6,1030,6,-1,0,3,0
55,blue-collar,1,3,0,23,0,0,0,13,1,123,2,-1,0,3,0
31,management,2,2,0,62,1,0,0,18,8,175,1,293,5,0,0
38,blue-collar,0,1,0,157,0,0,2,9,6,299,5,-1,0,3,0
29,unemployed,2,2,0,991,0,0,0,5,3,563,1,-1,0,3,0
55,services,1,1,0,186,1,1,2,9,8,241,1,-1,0,3,0
35,unemployed,1,1,0,977,1,0,0,4,8,52,4,91,1,1,0
33,blue-collar,1,1,0,889,1,0,2,18,11,13,1,373,6,2,0
33,management,1,2,0,273,1,0,2,16,8,803,1,-1,0,3,1
36,admin.,2,1,0,0,0,0,0,20,0,637,1,-1,0,3,0
42,blue-collar,1,1,0,230,1,0,2,5,6,175,7,-1,0,3,0
35,management,1,2,0,317,1,0,2,23,8,162,3,-1,0,3,0
60,housemaid,1,0,0,517,0,0,2,12,6,1178,3,-1,0,3,0
50,management,1,2,0,-470,1,0,0,8,8,506,2,170,3,0,0
27,blue-collar,0,1,0,1,1,0,0,14,5,116,3,-1,0,3,0
31,technician,1,2,0,636,1,0,0,4,8,352,4,-1,0,3,1
38,management,1,2,0,126,1,0,2,21,8,164,2,-1,0,3,0
32,self-employed,1,1,0,-33,1,0,2,28,8,234,3,-1,0,3,0
37,technician,1,1,0,430,0,0,0,27,1,154,4,-1,0,3,0
33,admin.,1,1,0,-6,1,0,2,7,8,566,2,-1,0,3,0
71,technician,1,2,0,383,0,0,0,27,10,327,2,183,3,2,0
